text,label
My address is 98765184,save
I don't need the reading reminder,cancel_specific
can you remove the medicine reminder,cancel_specific
Where did I place my cable?,search
I have interview on Friday,save
YES.,unclear
Where are the TV remote?,search
Nah,unclear
Every 5 hrs meditate,reminder
stop water reminder,cancel_specific
Quickly stop all pending reminders please,cancel_all
WHEN?,unclear
Note that interview is at 5pm,save
My book is on the drawer,save
What is my door password?,search
cancel meditation reminder,cancel_specific
stop reminding me about dinner,cancel_specific
I'd like to cancel the email reminder,cancel_specific
NOT SURE?,unclear
Where is the medicine?,search
HMM OKAY,unclear
HOLD ON!,unclear
I lent 100 to Tom,save
remove the posture reminder,cancel_specific
Is there any info on cable?,search
Show me where my keyboard is,search
sure?,unclear
neighbor's address is 24682550,save
clear every single reminder,cancel_all
Where are my remote?,search
I gave my laptop to friend,save
asdf?,unclear
My neighbor's birthday is 24683426,save
Could you just cancel all reminders immediately,cancel_all
take a break after 10 hrs,reminder
remove grocery reminder,cancel_specific
Where did I put my cable?,search
My umbrella is on the bottom drawer,save
hi?,unclear
The interview is at 9am,save
Can you find my credit card?,search
I gave my documents to Lisa,save
I want to stop the reading reminder,cancel_specific
Quickly can you clear all my reminders now,cancel_all
Repeat reminder to take vitamins every 2 minute,reminder
RE,unclear
stop reminding me to wake up,cancel_specific
GOOD MORNING?,unclear
got it.,unclear
Every 60 min charge phone,reminder
PIN for Amazon is 1234,save
Every 5 hr walk around,reminder
quickly delete all my reminders now,cancel_all
Rem!,unclear
I'd like to delete the hourly reminder,cancel_specific
can you i want to cancel all my reminders right now,cancel_all
And?.,unclear
Where can I find my power bank?,search
Can you clear every reminder immediately,cancel_all
I want to stop the rent reminder,cancel_specific
cancel my hydration reminder,cancel_specific
I lent 2000 to Mike,save
My wallet is where?,search
okay.,unclear
30 minute reminder to take medicine,reminder
I don't want the workout reminder anymore,cancel_specific
Locate my documents,search
My water bottle is in the office,save
Never mind!,unclear
delete my dinner reminder,cancel_specific
Locate my debit card,search
charge phone reminder,reminder
BRB?,unclear
My phone number is 43219167,save
test?,unclear
Remind me to take vitamins,reminder
GREAT,unclear
stop my reminder to wake up,cancel_specific
I want to delete all the reminders now,cancel_all
COULD YOU I WANT TO TURN OFF ALL REMINDERS FOR ME,cancel_all
Give me my GPay password,search
Alert me to walk around,reminder
door password is password123,save
stop every reminder right now,cancel_all
Find my ID card,search
Where have I put my ID card?,search
My office WiFi PIN is 2468,save
LET ME THINK!,unclear
Where are the bike keys?,search
can you can you turn off all reminders please,cancel_all
Password for email is test1234,save
do laundry after 20 minute,reminder
What is my Netflix PIN?,search
The laptop password is qwerty,save
I want to remove all pending reminders please,cancel_all
I kept my water bottle in the rack,save
Just cancel every reminder now,cancel_all
CLEAR ALL OF THEM NOW,cancel_all
delete my email reminder,cancel_specific
Remind me at 8pm to feed the pet,reminder
Forget it!,unclear
remove that bills reminder,cancel_specific
Did I save keys?,search
HMMMM.,unclear
Every 5 mins exercise,reminder
is?,unclear
cancel hourly reminder,cancel_specific
I forgot!,unclear
I want to clear everything,cancel_all
Just remove all notifications,cancel_all
My dad's birthday is 43215574,save
i want to i want to delete all my reminders,cancel_all
45 minute reminder to attend meeting,reminder
cancel workout reminder,cancel_specific
Search for passport,search
HI,unclear
Help me find my passport,search
boss's anniversary is 55554237,save
What do I have saved about laptop?,search
What's the PIN for GPay?,search
skip?,unclear
turn off the email reminder,cancel_specific
JUST JUST CLEAR ALL MY REMINDERS IMMEDIATELY,cancel_all
Show me my Google password,search
Every 45 mins take a break,reminder
Where did I leave my medicine?,search
can you turn off all reminders now,cancel_all
when?!,unclear
Do you have info about glasses?,search
i need to please delete all reminders,cancel_all
Set a reminder to eat dinner,reminder
disable breakfast reminder,cancel_specific
please stop all of them please,cancel_all
cancel that medicine reminder,cancel_specific
One sec?,unclear
Recurring reminder every 15 minutes to do laundry,reminder
Alarm at 10am,reminder
Every 5 mins eat dinner,reminder
My GPay PIN is 7890,save
My backpack is on the nightstand,save
My friend's address is 13579004,save
I don't want the lunch reminder anymore,cancel_specific
1 hour reminder to study,reminder
I put my bag in the bedroom,save
I kept my glasses in the top shelf,save
Yep!,unclear
stop my stretch reminder,cancel_specific
could you turn off all the reminders for me,cancel_all
The bike keys is in the desk,save
can?,unclear
huh?.,unclear
just can you delete all my reminders right now,cancel_all
Every 2 minutes remind me to study,reminder
JUST GET RID OF ALL REMINDERS,cancel_all
colleague's phone number is 43213677,save
I lent 100 to Mike,save
stop that daily reminder,cancel_specific
Remind me to call mom every 10 hrs,reminder
JUST CAN YOU REMOVE ALL MY REMINDERS PLEASE,cancel_all
can you cancel the hydration reminder,cancel_specific
Tell me about car keys,search
sister's address is 13577855,save
TURN OFF ALL PENDING REMINDERS IMMEDIATELY,cancel_all
neighbor's address is 12346673,save
please remove posture reminder,cancel_specific
I NEED TO TURN OFF ALL REMINDERS NOW,cancel_all
Password for Instagram is password123,save
Remind me to clean room every 15 hour,reminder
I want to stop all pending reminders please,cancel_all
Tell me where my charger is,search
Where have I put my remote?,search
please cancel email reminder,cancel_specific
I no longer need the grocery reminder,cancel_specific
Just stop every reminder please,cancel_all
The water bottle is in the lot A,save
Tell me about keyboard,search
What's up,unclear
Please find my medicine,search
do laundry every 20 minute,reminder
mom's phone number is 78908540,save
no more daily reminder,cancel_specific
Clear all notifications for me,cancel_all
Where's the glasses?,search
And then?,unclear
please delete stretch reminder,cancel_specific
take vitamins reminder every 15 hrs,reminder
Find the glasses,search
Reminder to stand up,reminder
pass?,unclear
???.,unclear
At 8pm remind me to practice yoga,reminder
Create a reminder to attend meeting,reminder
1 hours reminder to call mom,reminder
call dad in 5 hr,reminder
What's WiFi password?,search
What is neighbor's address?,search
delete my hydration reminder,cancel_specific
Please i want to delete all my reminders immediately,cancel_all
no more grocery reminder,cancel_specific
Remind me to exercise after 3 hr,reminder
can you stop every reminder for me,cancel_all
In 1 hr remind me to check email,reminder
Have I saved anything about TV remote?,search
Don't let me forget to take medicine,reminder
Note that interview is next week,save
Tell me about debit card,search
just i want all reminders gone right now,cancel_all
Just clear everything,cancel_all
ahh!,unclear
laptop is in the locker,save
Did I put ID card somewhere?,search
Remember where my earphones is?,search
rem,unclear
please clear all recurring reminders for me,cancel_all
I lent 500 to Emma,save
Forget it.,unclear
After 30 hr remind me to take vitamins,reminder
What is my PhonePe password?,search
Don't forget meeting is on Friday,save
Could you cancel everything now,cancel_all
Yo.,unclear
I'd like to stop the stretch reminder,cancel_specific
SKIP!,unclear
Perfect,unclear
My birthday is 13578036,save
mom's number is 13577402,save
can you cancel the study reminder,cancel_specific
one sec?,unclear
let me think?,unclear
can you cancel the daily reminder,cancel_specific
My book is in the desk,save
What is my GPay password?,search
I need to remove all alerts,cancel_all
please remove grocery reminder,cancel_specific
GREAT!,unclear
I gave my glasses to mom,save
I want to delete the grocery reminder,cancel_specific
I need a reminder to go to gym,reminder
Aha!,unclear
Am I supposed to call Tom?,search
drink water after 2 hrs,reminder
can you get rid of all reminders for me,cancel_all
QUICKLY JUST TURN OFF ALL REMINDERS PLEASE,cancel_all
hiya,unclear
office WiFi password is pass@123,save
stop reminding me about breakfast,cancel_specific
could you please cancel all my reminders for me,cancel_all
um,unclear
Where have I put my iPad?,search
My sunglasses is on the bag,save
CAN YOU CANCEL ALL ALARMS RIGHT NOW,cancel_all
practice yoga after 10 hr,reminder
Recurring reminder every 30 hour to walk around,reminder
i want to delete all of them,cancel_all
cancel reading reminder,cancel_specific
I see?,unclear
stop my reminder to eat lunch,cancel_specific
bank password is secret456,save
to!,unclear
My Instagram password is secret456,save
Recurring reminder every 2 hours to eat breakfast,reminder
I WANT TO STOP ALL ACTIVE REMINDERS PLEASE,cancel_all
cancel my break reminder,cancel_specific
can you delete the break reminder,cancel_specific
Remember that class is on Friday,save
Um?,unclear
remove every single reminder for me,cancel_all
The power bank is in the rack,save
Remember that exam is at 9am,save
Help me find my ID card,search
In 60 hour remind me to wake up,reminder
Where have I put my notebook?,search
My PhonePe password is letmein,save
Tell me where my keys is,search
Look up iPad,search
I want to cancel the workout reminder,cancel_specific
quickly stop all alerts please,cancel_all
I want to clear every single reminder please,cancel_all
What's phone password?,search
Where's the documents?,search
Remind me to read please,reminder
I don't know,unclear
Please find my house keys,search
I want to remove the morning reminder,cancel_specific
Every 30 hrs feed the pet,reminder
What's the email password?,search
Where have I put my mouse?,search
Tell me about earphones,search
Reminder to eat lunch,reminder
Where is the notebook?,search
My sister's number is 78905556,save
i want to cancel all pending reminders right now,cancel_all
Remind me to take vitamins after 5 min,reminder
Please find my keyboard,search
Please just remove all reminders for me,cancel_all
Could you i want to delete all my reminders immediately,cancel_all
The ATM password is password123,save
can you just turn off all my reminders immediately,cancel_all
Remind me to take a break every 3 hour,reminder
Tell me where my bag is,search
Search charger,search
go to gym at 1pm,reminder
jacket is in the rack,save
I parked my notebook in lot A,save
I want to remove the water reminder,cancel_specific
delete the gym reminder,cancel_specific
In 5 hours remind me to check email,reminder
Recurring reminder every 5 hour to wake up,reminder
can you cancel the reading reminder,cancel_specific
What?.,unclear
nice?,unclear
Please remove all alarms,cancel_all
What do you know about headphones?,search
can you stop the gym reminder,cancel_specific
cancel that posture reminder,cancel_specific
I WANT TO I WANT TO REMOVE ALL REMINDERS FOR ME,cancel_all
turn off the water reminder,cancel_specific
My Spotify PIN is 9876,save
I want to cancel the hourly reminder,cancel_specific
I WANT TO STOP ALL SCHEDULED REMINDERS RIGHT NOW,cancel_all
Password for phone is secret456,save
